comment_id,video_id,source_title,source_url,published_at,like_count,text,label,annotator,confidence,notes
Ugyl0rpwQyayVtB1Wix4AaABAg,g7Et92hQ_yE,"🔴LIVE Scan Ijazah Jokowi Resmi Ditunjukan, Asli? | RAKYAT BERSUARA (25/11)",https://www.youtube.com/watch?v=g7Et92hQ_yE&t=2237s,2025-11-26T09:55:59Z,0,Ijazah hilang bisa minta salinan dari UGM,Netral,claude-llm,0.8,informasi prosedural soal salinan ijazah
UgyMY2rWPOczvFnRgfN4AaABAg,_8H_-uNHKL4,#UGMMENJAWAB IJAZAH JOKO WIDODO,https://www.youtube.com/watch?v=_8H_-uNHKL4&t=351s,2026-02-24T10:58:23Z,0,Semakin hari semakin nyata sampai tgl 24 feb 2026 izajah nya semakin terlihat PALSU.,Positif,claude-llm,0.95,menegaskan ijazah terlihat palsu
Ugx6_x2RI9MMlGvmvft4AaABAg,UEocTRWhtsE,"[FULL] AKHIRNYA MELIHAT IJAZAH JOKOWI, ROY SURYO SUDAH PERCAYA? | Primetime News",https://www.youtube.com/watch?v=UEocTRWhtsE,2025-12-17T01:16:35Z,0,"Yang menentukan keaslian ijasah pk jokowi bukan si panci , yg penting sekarang gimana agar mulut panci iblis ini berhenti memfitnah, menghasut rakyat , satu satunya jalan manusia2 iblis ini di penjara🎉🎉",Negatif,claude-llm,0.9,"sebut penuduh memfitnah, minta dipenjara"
Ugy5oK5SyIMQTbut3_V4AaABAg,g7Et92hQ_yE,"🔴LIVE Scan Ijazah Jokowi Resmi Ditunjukan, Asli? | RAKYAT BERSUARA (25/11)",https://www.youtube.com/watch?v=g7Et92hQ_yE&t=2237s,2025-12-09T15:35:43Z,0,"Chanel aneh, yg ngompor2in rakyat, bikin perang saudara ... Rakyat bersuara terlalu bebas.. yang ada malah perang saudara bossss",Negatif,claude-llm,0.85,mengecam channel provokator pemecah belah
Ugwta-RmGAQ9WLCw6FF4AaABAg,UE2gk8vMgBQ,Gebrakan Baru Rocky Gerung Memasuki Drama Kasus Ijazah Jokowi | AKIP tvOne,https://www.youtube.com/watch?v=UE2gk8vMgBQ,2026-01-29T13:40:01Z,0,kasian si Damai kelihatan lelah dn stres krn kurang tidur dn tak enak makan ..sementara Egi nyantai di luar negri ..,Netral,claude-llm,0.6,"komentar soal kondisi pihak, tak jelas"
UgywDrSi0BeY5jmNd6R4AaABAg,LgaDFmaTpak,"[FULL] Babak Baru! Kasus Ijazah Jokowi, Roy Cs-Susno Bereaksi, Eggi & Damai Dapat SP3 | BOLA LIAR",https://www.youtube.com/watch?v=LgaDFmaTpak,2026-01-17T03:57:02Z,52,"Andi aswan keliatan bohongnya, jilatannya kuat bgt, sok pinter, pdhl kuasa hukumnya si yakup tidak tau bnyak, sama sama penjilat tpi beda kelas😂",Negatif,claude-llm,0.7,menghina kuasa hukum pembela penuduh
Ugy0gYdy0AXRdNusmNV4AaABAg,TcNSqpBPle4,"FULL Dihina Soal Ijazah, Jokowi Akhirnya Angkat Suara! | Rakyat Bersuara | 20/05",https://www.youtube.com/watch?v=TcNSqpBPle4,2026-03-20T15:08:44Z,0,Cepat / lambat menutupi kebohongan sama saja mentupi aip sendiri.,Positif,claude-llm,0.8,sindir menutupi kebohongan Jokowi
UgzW6E5xFEstN1J0WyZ4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",https://www.youtube.com/watch?v=tQKnVXSL7nc,2026-02-10T14:00:43Z,20,Menurut pandangan sya gk bakal sanggup untuk dilanjutkan permohonan akan ditarik,Negatif,claude-llm,0.7,ragu gugatan penuduh tak akan lanjut
UgzrdCU3BIgOnTGJvIB4AaABAg,HcwZx39bP80,"Kasus Ijazah Jokowi, Apa yang Sebenarnya Terjadi? #HOTROOM",https://www.youtube.com/watch?v=HcwZx39bP80,2025-12-18T09:14:35Z,0,"Semua kasus hukum yang berkaitan dengan petinggi Negara dan politisi pasti sengaja dibuat ribut dan ribet, dalangnya udah jelas si perusak demokrasi",Negatif,claude-llm,0.7,sebut penuduh perusak demokrasi
UgycsYlwWyb0j4BJj5t4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",https://www.youtube.com/watch?v=tQKnVXSL7nc,2026-02-10T13:42:56Z,0,"sudah di bilang, tempat yg jitu utk di datangi dan terbukti berhasil adalah bukan ke MK, bukan ke komnasham, bukan ke kemndikti, bukan ke makam, bukan ke desa ketoyan,,, dan tempat yg jitu itu ada dimana???,,, ada di Solo,,😁",Netral,claude-llm,0.55,"sindiran kabur arah Solo, tak jelas"
UgzmcqT_6Wd1bN11O-14AaABAg,TcNSqpBPle4,"FULL Dihina Soal Ijazah, Jokowi Akhirnya Angkat Suara! | Rakyat Bersuara | 20/05",https://www.youtube.com/watch?v=TcNSqpBPle4,2025-05-20T18:45:18Z,15,Percuma saja bang roy teriak-teriak.. Harusnya jangan dulu diungkap. Jika di ungkap sekarang bisa jadi dipersiapkan oleh pihak pak jokowi... Semua terlihat janggal. Namun ujungnya pasti asli.. Dengan segala cara dan upaya.,Positif,claude-llm,0.7,"curiga janggal, ujungnya direkayasa asli"
UgyIi23WOQnY0h5Brp94AaABAg,4yjXBLcjynU,"Diana Murni Sindir Roy Suryo: “Menghadapi Orang Gila, Kita Harus Pura-Pura Gila!” | Rakber (14/10)",https://www.youtube.com/watch?v=4yjXBLcjynU,2025-12-31T00:16:42Z,0,GEROMBOLAN BERANDALAN DI BUNGKUS SOK AGAMIS 😂😂😂😂😂😂,Negatif,claude-llm,0.75,menghina kelompok penuduh sok agamis
Ugx5H_qL5Fir9oI67RB4AaABAg,tQKnVXSL7nc,"[FULL] Perdana! Sidang MK Uji Materi Gugatan Roy Suryo Cs Kasus Ijazah Jokowi, Hakim Minta Rombak?",https://www.youtube.com/watch?v=tQKnVXSL7nc,2026-02-10T15:04:45Z,0,alah2 bukan sidang di pengadilan .ko lari ke MK.ulur aja sampek semua di patok dua di alam lain.,Negatif,claude-llm,0.65,mengejek gugatan penuduh ke MK
Ugxpk3L9T-29-Wnv2-h4AaABAg,g7Et92hQ_yE,"🔴LIVE Scan Ijazah Jokowi Resmi Ditunjukan, Asli? | RAKYAT BERSUARA (25/11)",https://www.youtube.com/watch?v=g7Et92hQ_yE&t=2237s,2025-11-26T12:12:07Z,1,"sebetulnya andi azwan sdh tau kalau ijazah jokowi selama ini palsu, tapi demi harga diri dia ngotot membela jokowi...hehe",Positif,claude-llm,0.9,menyebut ijazah selama ini palsu
UgydGhvVM0ErvpKadx94AaABAg,4yjXBLcjynU,"Diana Murni Sindir Roy Suryo: “Menghadapi Orang Gila, Kita Harus Pura-Pura Gila!” | Rakber (14/10)",https://www.youtube.com/watch?v=4yjXBLcjynU,2025-11-19T14:30:59Z,0,Mulai kambuh gilanya Roy Suryo 😂😂,Negatif,claude-llm,0.8,menghina Roy Suryo kambuh gilanya
UgxDTANSlFPXcfup4I54AaABAg,_8H_-uNHKL4,#UGMMENJAWAB IJAZAH JOKO WIDODO,https://www.youtube.com/watch?v=_8H_-uNHKL4&t=351s,2025-12-16T06:45:50Z,0,sekarang bisa berbohong nanti di akhirat semuanya akan ketahuan,Positif,claude-llm,0.7,tuduh berbohong soal ijazah
Ugx1D27QYn9tFyleejN4AaABAg,g7Et92hQ_yE,"🔴LIVE Scan Ijazah Jokowi Resmi Ditunjukan, Asli? | RAKYAT BERSUARA (25/11)",https://www.youtube.com/watch?v=g7Et92hQ_yE&t=2237s,2025-11-26T14:38:31Z,11,"Lucu kalau lihat pak roy kalau balasin argumennya, terhibur dan terlihat pak roy dan effendi keilmuannya baik dan kejutannya andi tiba2 jadi ahli",Positif,claude-llm,0.75,"memuji Roy, ejek pembela ijazah"
Ugz2J0psKGD0bouLU9d4AaABAg,LgaDFmaTpak,"[FULL] Babak Baru! Kasus Ijazah Jokowi, Roy Cs-Susno Bereaksi, Eggi & Damai Dapat SP3 | BOLA LIAR",https://www.youtube.com/watch?v=LgaDFmaTpak,2026-01-18T14:57:19Z,0,Katanya negarawan tapi waktunya habis buat sandiwara ijazahnya sendiri yg di duga Aspal atau bodong,Positif,claude-llm,0.9,menyebut ijazah diduga aspal bodong
UgwovkNCpYt89yatrdJ4AaABAg,_8H_-uNHKL4,#UGMMENJAWAB IJAZAH JOKO WIDODO,https://www.youtube.com/watch?v=_8H_-uNHKL4&t=351s,2025-08-24T02:14:08Z,39,"Undang juga orang-orang yang ada di Video ini sekaligus dengan Roy Suryo, Rismon Sianipar dan dokter Tiffa di acara Dua Arah",Positif,claude-llm,0.6,"ingin undang penuduh, dukung narasi"
Ugy-EhWVKZLXInRiOal4AaABAg,BMcbB3SlU1M,"[FULL] PANAS! Jahmada Girsang vs Roy Suryo Soal Ijazah: Jangan Ngomong Doang, Lakukan Kalau Bisa!",https://www.youtube.com/watch?v=BMcbB3SlU1M,2026-04-24T06:25:47Z,1,"Jangan hentikan semua sebelum jokowi jadi LAKI , menunjukkan dipengadilan ijazah sampai kami rakyat mèngetahui ASLI apa TAK ASLI.",Positif,claude-llm,0.75,tuntut Jokowi buktikan ijazah asli
Ugyk1dI5NI6L_7EEwlh4AaABAg,_8H_-uNHKL4,#UGMMENJAWAB IJAZAH JOKO WIDODO,https://www.youtube.com/watch?v=_8H_-uNHKL4&t=351s,2026-01-12T13:10:15Z,0,UGM menjawab....!? mereka bertiga ini lebih muda dari jokowi apa memang mereka ber 3 ini pantas di percaya...!?,Positif,claude-llm,0.7,meragukan kredibilitas pihak UGM
UgyzcXChY96s2Itqcl94AaABAg,g7Et92hQ_yE,"🔴LIVE Scan Ijazah Jokowi Resmi Ditunjukan, Asli? | RAKYAT BERSUARA (25/11)",https://www.youtube.com/watch?v=g7Et92hQ_yE&t=2237s,2025-11-27T03:44:44Z,0,Menurit saya sudah benar bahwa masalah ini dibawa ke pengadilan. Tak usah diperdebatkan. Yang lain cuma bikin ruwet saja.. Ditunjukkan tak akan menyelesaikan masalah. Karena sudah terlanjur dinyatakan di depan umum dengan rekayasa IT dan fitnah.,Positif,claude-llm,0.85,sebut rekayasa IT dan fitnah Jokowi
UgxvnFCxGzjl-Ip9Fol4AaABAg,g7Et92hQ_yE,"🔴LIVE Scan Ijazah Jokowi Resmi Ditunjukan, Asli? | RAKYAT BERSUARA (25/11)",https://www.youtube.com/watch?v=g7Et92hQ_yE&t=2237s,2025-11-25T16:26:20Z,10,Episod lalu Aswan tepuk dada tantang RS pas ktemu tadi dipermalukan sm RS.. Ksian Rakyat Bersuara jg dikibuli 🤣,Positif,claude-llm,0.8,memuji Roy permalukan pembela
UgyZojAb-dAWB20XnuN4AaABAg,uxDGtbE72jk,"[FULL] Terancam 12 Tahun Penjara, Roy Suryo CS Keder? | Catatan Demokrasi tvOne",https://www.youtube.com/watch?v=uxDGtbE72jk,2025-12-30T16:15:03Z,0,Foto siapa ini😢😢😢😢ga ada mirip2nya,Positif,claude-llm,0.7,ragukan keaslian foto ijazah
Ugx3lUJ8SbWge-Cw90J4AaABAg,HcwZx39bP80,"Kasus Ijazah Jokowi, Apa yang Sebenarnya Terjadi? #HOTROOM",https://www.youtube.com/watch?v=HcwZx39bP80,2025-12-19T05:31:40Z,0,Lebih berbobot dan berkualitas acara Hotroom dari pada Rakyat Rakyat Bersuara di I news,Netral,claude-llm,0.7,"bandingkan kualitas acara, OOT"
